the minbytes is 67108864, maxbytes is 67108864, iters is 5, warmup_iters is 2
data_size(Bytes): | aveg_time(us): | alg_bandwidth(GB/s): | check_result:
67108864          | 1021.76        | 65.67942             | NULL
67108864          | 1022.60        | 65.62547             | NULL
67108864          | 1022.16        | 65.65397             | NULL
67108864          | 1022.41        | 65.63779             | NULL
67108864          | 1022.03        | 65.66220             | NULL
67108864          | 1022.79        | 65.61340             | NULL
67108864          | 1022.40        | 65.63882             | NULL
67108864          | 1021.92        | 65.66913             | NULL
67108864          | 1022.84        | 65.61006             | NULL
67108864          | 1021.86        | 65.67350             | NULL
67108864          | 1022.11        | 65.65705             | NULL
67108864          | 1022.49        | 65.63265             | NULL
67108864          | 1022.54        | 65.62983             | NULL
67108864          | 1022.42        | 65.63702             | NULL
67108864          | 1021.65        | 65.68661             | NULL
67108864          | 1022.50        | 65.63188             | NULL
67108864          | 1021.66        | 65.68610             | NULL
67108864          | 1021.50        | 65.69613             | NULL
67108864          | 1022.74        | 65.61674             | NULL
67108864          | 1022.41        | 65.63805             | NULL
67108864          | 1022.37        | 65.64036             | NULL
67108864          | 1021.93        | 65.66888             | NULL
67108864          | 1021.96        | 65.66657             | NULL
67108864          | 1022.14        | 65.65500             | NULL
67108864          | 1022.12        | 65.65654             | NULL
67108864          | 1021.96        | 65.66682             | NULL
67108864          | 1022.02        | 65.66323             | NULL
67108864          | 1022.26        | 65.64781             | NULL
67108864          | 1022.37        | 65.64062             | NULL
67108864          | 1021.89        | 65.67119             | NULL
67108864          | 1022.67        | 65.62110             | NULL
67108864          | 1021.13        | 65.72032             | NULL
67108864          | 1021.52        | 65.69485             | NULL
67108864          | 1022.52        | 65.63086             | NULL
67108864          | 1023.07        | 65.59545             | NULL
67108864          | 1021.95        | 65.66734             | NULL
67108864          | 1021.93        | 65.66888             | NULL
67108864          | 1022.57        | 65.62777             | NULL
67108864          | 1022.13        | 65.65603             | NULL
67108864          | 1022.42        | 65.63753             | NULL
67108864          | 1022.01        | 65.66374             | NULL
67108864          | 1022.46        | 65.63497             | NULL
67108864          | 1021.74        | 65.68096             | NULL
67108864          | 1022.38        | 65.63959             | NULL
67108864          | 1021.29        | 65.71003             | NULL
67108864          | 1022.71        | 65.61879             | NULL
